# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
R222-RXN	1-octanal dehydrogenase (NAD+)	1.2.1.3/1.1.1.70		UniRef90_Q2FWD6	37.449	4.29e-78	263	99	gnl|DSMZ|unitig_0|quiver_consensus	1567961	1566489	|P221-PWY|	good_blast	threshold	rxn00196 rxn00506 rxn00653 rxn01286 rxn01459 rxn01851 rxn01937 rxn02106 rxn02122 rxn02350 rxn02364 rxn02729 rxn02853 rxn03106 rxn03335 rxn03343 rxn03354 rxn03423 rxn03552 rxn03553 rxn03598 rxn04234 rxn05853 rxn05879 rxn06890 rxn09975 rxn15053 rxn19111 rxn19121 rxn19124 rxn23850 rxn23892 rxn24151 rxn24152 rxn25819 rxn28278 rxn28320 rxn28322 rxn31363 rxn31371 rxn31647 rxn32113 rxn33160 rxn38859 rxn38860 rxn38861 rxn38862 	NA	0	1
R222-RXN	1-octanal dehydrogenase (NAD+)	1.2.1.3/1.1.1.70		UniRef90_Q2FWD6	35.368	2.20e-71	243	99	gnl|DSMZ|unitig_0|quiver_consensus	2879857	2881275	|P221-PWY|	good_blast	threshold	rxn00196 rxn00506 rxn00653 rxn01286 rxn01459 rxn01851 rxn01937 rxn02106 rxn02122 rxn02350 rxn02364 rxn02729 rxn02853 rxn03106 rxn03335 rxn03343 rxn03354 rxn03423 rxn03552 rxn03553 rxn03598 rxn04234 rxn05853 rxn05879 rxn06890 rxn09975 rxn15053 rxn19111 rxn19121 rxn19124 rxn23850 rxn23892 rxn24151 rxn24152 rxn25819 rxn28278 rxn28320 rxn28322 rxn31363 rxn31371 rxn31647 rxn32113 rxn33160 rxn38859 rxn38860 rxn38861 rxn38862 	NA	0	1
R222-RXN	1-octanal dehydrogenase (NAD+)	1.2.1.3/1.1.1.70		UniRef90_Q2FWD6	34.110	1.20e-69	238	99	gnl|DSMZ|unitig_0|quiver_consensus	3071887	3070487	|P221-PWY|	good_blast	threshold	rxn00196 rxn00506 rxn00653 rxn01286 rxn01459 rxn01851 rxn01937 rxn02106 rxn02122 rxn02350 rxn02364 rxn02729 rxn02853 rxn03106 rxn03335 rxn03343 rxn03354 rxn03423 rxn03552 rxn03553 rxn03598 rxn04234 rxn05853 rxn05879 rxn06890 rxn09975 rxn15053 rxn19111 rxn19121 rxn19124 rxn23850 rxn23892 rxn24151 rxn24152 rxn25819 rxn28278 rxn28320 rxn28322 rxn31363 rxn31371 rxn31647 rxn32113 rxn33160 rxn38859 rxn38860 rxn38861 rxn38862 	NA	0	1
R222-RXN	1-octanal dehydrogenase (NAD+)	1.2.1.3/1.1.1.70		UniRef90_Q2FWD6	33.475	1.15e-69	238	99	gnl|DSMZ|unitig_0|quiver_consensus	1021411	1022814	|P221-PWY|	good_blast	threshold	rxn00196 rxn00506 rxn00653 rxn01286 rxn01459 rxn01851 rxn01937 rxn02106 rxn02122 rxn02350 rxn02364 rxn02729 rxn02853 rxn03106 rxn03335 rxn03343 rxn03354 rxn03423 rxn03552 rxn03553 rxn03598 rxn04234 rxn05853 rxn05879 rxn06890 rxn09975 rxn15053 rxn19111 rxn19121 rxn19124 rxn23850 rxn23892 rxn24151 rxn24152 rxn25819 rxn28278 rxn28320 rxn28322 rxn31363 rxn31371 rxn31647 rxn32113 rxn33160 rxn38859 rxn38860 rxn38861 rxn38862 	NA	0	1
R222-RXN	1-octanal dehydrogenase (NAD+)	1.2.1.3/1.1.1.70		UniRef90_Q2FWD6	33.686	2.61e-65	226	99	gnl|DSMZ|unitig_0|quiver_consensus	1032986	1034392	|P221-PWY|	good_blast	threshold	rxn00196 rxn00506 rxn00653 rxn01286 rxn01459 rxn01851 rxn01937 rxn02106 rxn02122 rxn02350 rxn02364 rxn02729 rxn02853 rxn03106 rxn03335 rxn03343 rxn03354 rxn03423 rxn03552 rxn03553 rxn03598 rxn04234 rxn05853 rxn05879 rxn06890 rxn09975 rxn15053 rxn19111 rxn19121 rxn19124 rxn23850 rxn23892 rxn24151 rxn24152 rxn25819 rxn28278 rxn28320 rxn28322 rxn31363 rxn31371 rxn31647 rxn32113 rxn33160 rxn38859 rxn38860 rxn38861 rxn38862 	NA	0	1
R223-RXN	octanoyl-CoA ligase	6.2.1.2/6.2.1.3		UniRef90_Q00594	31.463	1.07e-62	220	92	gnl|DSMZ|unitig_0|quiver_consensus	1199371	1197977	|P221-PWY|	good_blast	threshold	rxn00873 rxn00947 rxn05247 rxn05248 rxn05249 rxn05250 rxn05251 rxn05252 rxn05736 rxn05830 rxn08448 rxn08449 rxn08450 rxn08451 rxn08452 rxn08453 rxn08454 rxn08455 rxn08456 rxn08457 rxn09444 rxn09447 rxn09449 rxn09452 rxn09453 rxn10019 rxn10020 rxn10021 rxn10404 rxn10405 rxn10406 rxn10407 rxn10408 rxn10409 rxn12282 rxn19057 rxn19246 rxn20045 rxn23118 rxn23149 rxn23286 rxn24510 rxn25762 rxn27677 rxn28138 rxn28170 rxn32436 rxn33911 rxn33912 rxn33913 rxn33914 rxn33915 rxn33916 rxn33917 rxn33918 rxn33919 rxn33920 rxn33921 rxn37323 rxn37324 rxn38975 rxn38976 rxn38977 	NA	0	1
RUBREDOXIN--NAD+-REDUCTASE-RXN	rubredoxin-NAD+ reductase	1.18.1.1/1.6.7.2	NA	UniRef90_Q9L4M8	39.879	4.51e-51	181	96	gnl|DSMZ|unitig_0|quiver_consensus	3188520	3187552	|P221-PWY|	bad_blast	threshold	rxn06071 rxn20793 rxn28150 	NA	0	NA
ALKANE-1-MONOOXYGENASE-RXN	alkane hydroxylase	1.14.15.3		UniRef90_P12691	41.235	1.37e-81	270	94	gnl|DSMZ|unitig_0|quiver_consensus	1010858	1009644	|P221-PWY|	good_blast	threshold	rxn04847 rxn05985 rxn05986 rxn06148 rxn06268 rxn14197 rxn14317 rxn19133 	NA	0	1
R17-RXN	sulfide:quinone reductase	1.8.5.4	NA									|P222-PWY|	no_blast	NA	rxn20673 	NA	0	NA
FUMHYDR-RXN	fumarase	4.2.1.2		UniRef90_Q55674	58.030	2.07e-166	517	99	gnl|DSMZ|unitig_0|quiver_consensus	3036938	3035538	|P23-PWY|	good_blast	NA	rxn00799 rxn33856 	NA	0	1
FUMHYDR-RXN	fumarase	4.2.1.2		UniRef90_O25883	54.957	5.46e-157	489	99	gnl|DSMZ|unitig_0|quiver_consensus	3036929	3035538	|P23-PWY|	good_blast	NA	rxn00799 rxn33856 	NA	0	1
FUMHYDR-RXN	fumarase	4.2.1.2		UniRef90_P05042	56.616	2.01e-151	474	98	gnl|DSMZ|unitig_0|quiver_consensus	3036935	3035553	|P23-PWY|	good_blast	NA	rxn00799 rxn33856 	NA	0	1
FUMHYDR-RXN	fumarase	4.2.1.2		UniRef90_Q7V5R2	51.528	5.36e-135	426	98	gnl|DSMZ|unitig_0|quiver_consensus	3036923	3035550	|P23-PWY|	good_blast	NA	rxn00799 rxn33856 	NA	0	1
FUMHYDR-RXN	fumarase	4.2.1.2		UniRef90_P9WN93	47.473	1.08e-106	345	94	gnl|DSMZ|unitig_0|quiver_consensus	3036923	3035577	|P23-PWY|	good_blast	NA	rxn00799 rxn33856 	NA	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_O08371	49.158	2.68e-73	241	100	gnl|DSMZ|unitig_0|quiver_consensus	2429288	2428407	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 1	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A0JT43	81.102	4.59e-174	535	96	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429346	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A0R3M4	66.929	6.49e-148	460	97	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429346	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1TEP3	67.192	7.06e-144	448	97	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429346	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1SMQ5	62.565	6.66e-137	428	97	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429343	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A0LRU4	58.594	2.32e-122	387	96	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429346	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1WLG5	40.256	5.86e-85	279	97	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429346	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1SWX6	40.800	2.65e-84	277	94	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429385	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A0KJK9	43.467	4.85e-84	276	94	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429385	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1BE51	39.589	4.18e-83	274	97	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429346	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1TZS9	41.333	1.48e-80	266	94	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429385	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1AZH7	38.442	2.26e-79	263	94	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429385	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A0LIY8	41.114	1.42e-78	261	94	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429385	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1KAU3	41.667	1.66e-77	257	96	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429358	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1VUC0	41.425	6.00e-77	256	95	gnl|DSMZ|unitig_0|quiver_consensus	2430482	2429367	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A0RPE8	39.788	3.27e-77	256	94	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429379	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A0LZD4	40.633	8.73e-77	256	93	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429391	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A3MZH0	37.433	1.14e-75	252	93	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429388	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1TW81	40.369	1.48e-74	249	95	gnl|DSMZ|unitig_0|quiver_consensus	2430482	2429367	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1UQV9	36.788	5.55e-74	248	93	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429391	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1AVI3	35.356	2.35e-73	245	95	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429379	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1APQ8	38.400	9.74e-64	218	92	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429385	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
SUCCCOASYN-RXN	succinyl-CoA synthetase	6.2.1.5		UniRef90_A1WZ92	40.318	1.67e-63	217	93	gnl|DSMZ|unitig_0|quiver_consensus	2430488	2429385	|P23-PWY|	good_blast	NA	rxn00285 rxn01731 rxn33854 	Subunit 2	0	1
2-OXOGLUTARATE-SYNTHASE-RXN	2-OXOGLUTARATE-SYNTHASE-RXN	1.2.7.3/1.2.7.9		tr|Q9AJM0|Q9AJM0_HYDTH	29.795	3.65e-62	221	90	gnl|DSMZ|unitig_0|quiver_consensus	468225	466498	|P23-PWY|	good_blast	NA	rxn14048 rxn17399 rxn31312 	Subunit 1	0	1
2-OXOGLUTARATE-SYNTHASE-RXN	2-OXOGLUTARATE-SYNTHASE-RXN	1.2.7.3/1.2.7.9	NA	tr|O25312|O25312_HELPY	40.807	1.84e-50	175	80	gnl|DSMZ|unitig_0|quiver_consensus	466321	465674	|P23-PWY|	bad_blast	NA	rxn14048 rxn17399 rxn31312 	Subunit 2	0	1
2-OXOGLUTARATE-SYNTHASE-RXN	2-OXOGLUTARATE-SYNTHASE-RXN	1.2.7.3/1.2.7.9	NA									|P23-PWY|	no_blast	NA	rxn14048 rxn17399 rxn31312 	Subunit 3	0	1
2-OXOGLUTARATE-SYNTHASE-RXN	2-OXOGLUTARATE-SYNTHASE-RXN	1.2.7.3/1.2.7.9		UniRef90_O53182	61.741	0.0	728	92	gnl|DSMZ|unitig_0|quiver_consensus	468288	466462	|P23-PWY|	good_blast	NA	rxn14048 rxn17399 rxn31312 	Subunit KorA	0	1
2-OXOGLUTARATE-SYNTHASE-RXN	2-OXOGLUTARATE-SYNTHASE-RXN	1.2.7.3/1.2.7.9		UniRef90_O53181	61.983	2.71e-148	460	94	gnl|DSMZ|unitig_0|quiver_consensus	466426	465338	|P23-PWY|	good_blast	NA	rxn14048 rxn17399 rxn31312 	Subunit KorB	0	1
2-OXOGLUTARATE-SYNTHASE-RXN	2-OXOGLUTARATE-SYNTHASE-RXN	1.2.7.3/1.2.7.9	NA									|P23-PWY|	no_blast	NA	rxn14048 rxn17399 rxn31312 	Subunit undefined	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4	NA	UniRef90_A0A2N0UUB5	30.366	8.31e-55	199	89	gnl|DSMZ|unitig_0|quiver_consensus	952661	954427	|P23-PWY|	bad_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit 3	0	1
ACONITATEHYDR-RXN	cis-aconitate hydratase	4.2.1.3/4.2.1.4		UniRef90_A0QX20	73.248	0.0	1343	99	gnl|DSMZ|unitig_0|quiver_consensus	1393184	1395997	|P23-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase (cis-aconitate-forming)	4.2.1.3/4.2.1.4	NA	UniRef90_A0A2N0UUB5	30.366	8.31e-55	199	89	gnl|DSMZ|unitig_0|quiver_consensus	952661	954427	|P23-PWY|	bad_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit 3	0	1
ACONITATEDEHYDR-RXN	citrate hydro-lyase (cis-aconitate-forming)	4.2.1.3/4.2.1.4		UniRef90_A0QX20	73.248	0.0	1343	99	gnl|DSMZ|unitig_0|quiver_consensus	1393184	1395997	|P23-PWY|	good_blast	NA	rxn00973 rxn00974 rxn01388 rxn15171 rxn15172 rxn15280 rxn15281 rxn19040 rxn32587 	Subunit undefined	0	1
ATP-CITRATE-PRO-S--LYASE-RXN	ATP-citrate lyase	2.3.3.8/4.1.3.8	NA									|P23-PWY|	no_blast	NA	rxn00257 	Subunit 1	0	NA
ATP-CITRATE-PRO-S--LYASE-RXN	ATP-citrate lyase	2.3.3.8/4.1.3.8	NA	UniRef50_A0A285MYY0	23.204	4.12e-04	39.7	79	gnl|DSMZ|unitig_0|quiver_consensus	2430350	2429385	|P23-PWY|	bad_blast	NA	rxn00257 	Subunit 2	0	NA
ATP-CITRATE-PRO-S--LYASE-RXN	ATP-citrate lyase	2.3.3.8/4.1.3.8	NA									|P23-PWY|	no_blast	NA	rxn00257 	Subunit undefined	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA	tr|Q9LBF9|Q9LBF9_HYDTH	25.146	7.20e-08	51.6	77	gnl|DSMZ|unitig_0|quiver_consensus	467520	466531	|P23-PWY|	bad_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit 1	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA									|P23-PWY|	no_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit 2	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA									|P23-PWY|	no_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit 3	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA									|P23-PWY|	no_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit 4	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA									|P23-PWY|	no_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit PorA	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA									|P23-PWY|	no_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit PorB	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA									|P23-PWY|	no_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit PorC	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA	sp|Q56316|PORD_THEMA	26.496	6.16e-06	40.0	78	gnl|DSMZ|unitig_0|quiver_consensus	473562	473912	|P23-PWY|	bad_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit PorD	0	NA
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-RXN	1.2.7.1/1.2.7.2	NA									|P23-PWY|	no_blast	NA	rxn05938 rxn05940 rxn07824 rxn10951 rxn13974 rxn14178 rxn17398 rxn20651 	Subunit undefined	0	NA
ISOCITDEH-RXN	isocitrate dehydrogenase	1.1.1.42		UniRef90_P50216	60.109	0.0	851	99	gnl|DSMZ|unitig_0|quiver_consensus	2386316	2388526	|P23-PWY|	good_blast	NA	rxn00198 rxn00199 rxn01387 rxn05794 rxn15022 rxn15023 rxn15278 rxn15279 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_A1SMP3	82.675	6.44e-167	511	100	gnl|DSMZ|unitig_0|quiver_consensus	2414239	2415225	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_P61976	81.763	1.73e-163	502	100	gnl|DSMZ|unitig_0|quiver_consensus	2414239	2415225	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_A0QCI6	81.459	1.02e-162	499	100	gnl|DSMZ|unitig_0|quiver_consensus	2414239	2415225	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_P50917	80.243	1.14e-154	476	100	gnl|DSMZ|unitig_0|quiver_consensus	2414239	2415225	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_Q82HS2	72.036	5.35e-127	397	100	gnl|DSMZ|unitig_0|quiver_consensus	2414239	2415225	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_Q0ABE6	64.286	4.12e-122	383	98	gnl|DSMZ|unitig_0|quiver_consensus	2414251	2415216	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_A1WV94	63.043	7.87e-120	377	98	gnl|DSMZ|unitig_0|quiver_consensus	2414251	2415216	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_A1WR02	57.143	5.64e-117	368	99	gnl|DSMZ|unitig_0|quiver_consensus	2414239	2415216	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_Q0S365	64.329	1.47e-115	364	99	gnl|DSMZ|unitig_0|quiver_consensus	2414242	2415225	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_Q9ZF99	56.402	2.42e-114	361	99	gnl|DSMZ|unitig_0|quiver_consensus	2414239	2415216	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_A1T9L9	62.420	6.40e-114	360	95	gnl|DSMZ|unitig_0|quiver_consensus	2414284	2415225	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_Q8FN62	57.099	1.43e-112	355	99	gnl|DSMZ|unitig_0|quiver_consensus	2414245	2415216	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_A4SWW0	57.927	1.88e-110	350	99	gnl|DSMZ|unitig_0|quiver_consensus	2414239	2415216	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_Q4JWV0	55.591	4.29e-93	300	94	gnl|DSMZ|unitig_0|quiver_consensus	2414287	2415225	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
MALATE-DEH-RXN	malate dehydrogenase	1.1.1.37		UniRef90_O84381	47.706	7.44e-84	273	99	gnl|DSMZ|unitig_0|quiver_consensus	2414236	2415210	|P23-PWY|	good_blast	NA	rxn00248 	NA	0	1
R601-RXN	fumarate reductase	1.3.5.1	NA									|P23-PWY|	no_blast	NA	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit 3	0	NA
R601-RXN	fumarate reductase	1.3.5.1	NA									|P23-PWY|	no_blast	NA	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit 4	0	NA
R601-RXN	fumarate reductase	1.3.5.1	NA	sp|P00363|FRDA_ECOLI	28.088	1.09e-52	192	91	gnl|DSMZ|unitig_0|quiver_consensus	2561618	2559879	|P23-PWY|	bad_blast	NA	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit OS	0	NA
R601-RXN	fumarate reductase	1.3.5.1		UniRef90_G4V4G6	34.676	1.09e-60	216	94	gnl|DSMZ|unitig_0|quiver_consensus	2628142	2626589	|P23-PWY|	good_blast	NA	rxn05836 rxn06109 rxn08527 rxn08528 rxn09272 rxn09417 rxn13706 rxn13707 rxn27226 rxn27229 rxn33444 rxn37562 rxn37563 rxn37641 rxn38991 rxn38995 	Subunit undefined	0	NA
PYRUVATE-CARBOXYLASE-RXN	PYRUVATE-CARBOXYLASE-RXN	6.4.1.1		UniRef90_A0A0H3JRU9	47.038	0.0	996	99	gnl|DSMZ|unitig_0|quiver_consensus	1919653	1923021	|P23-PWY|	good_blast	NA	rxn00250 rxn33850 	NA	0	1
R211-RXN	(homo)2citrate synthase		NA									|P241-PWY|	no_seq_data	NA	 	NA	0	NA
R212-RXN	dihomocitrate dehydratase	4.2.1.114	NA									|P241-PWY|	no_blast	NA	rxn02466 rxn03034 rxn10468 rxn10469 rxn10595 rxn10596 rxn16566 	Subunit 1	0	NA
R212-RXN	dihomocitrate dehydratase	4.2.1.114	NA									|P241-PWY|	no_blast	NA	rxn02466 rxn03034 rxn10468 rxn10469 rxn10595 rxn10596 rxn16566 	Subunit 3	0	NA
R212-RXN	dihomocitrate dehydratase	4.2.1.114	NA									|P241-PWY|	no_blast	NA	rxn02466 rxn03034 rxn10468 rxn10469 rxn10595 rxn10596 rxn16566 	NA	0	NA
R213-RXN	cis-(homo)2aconitate hydratase	4.2.1.114	NA									|P241-PWY|	no_blast	NA	rxn02466 rxn03034 rxn10468 rxn10469 rxn10595 rxn10596 rxn16566 	Subunit 1	0	NA
R213-RXN	cis-(homo)2aconitate hydratase	4.2.1.114	NA									|P241-PWY|	no_blast	NA	rxn02466 rxn03034 rxn10468 rxn10469 rxn10595 rxn10596 rxn16566 	Subunit 3	0	NA
R213-RXN	cis-(homo)2aconitate hydratase	4.2.1.114	NA									|P241-PWY|	no_blast	NA	rxn02466 rxn03034 rxn10468 rxn10469 rxn10595 rxn10596 rxn16566 	NA	0	NA
R214-RXN	threo-iso(homo)2citrate dehydrogenase		NA									|P241-PWY|	no_seq_data	NA	 	NA	0	NA
R215-RXN	(homo)3citrate synthase		NA									|P241-PWY|	no_seq_data	NA	 	NA	0	NA
